Document No_,Line No_,Sell-to Customer No_,Type,No_,Location Code,Posting Date,Shipment Date,Description_x,Unit of Measure,Quantity,Unit Price,Unit Cost (LCY),Line Discount _,Line Discount Amount,Amount,Amount Including VAT,Item Category Code_x,Tipo,Buy-from Vendor No_,Expected Receipt Date,Unit Cost,Description_y,Base Unit of Measure,Item Category Code_y,Cantidad en Inventario
108135,10000,,2,1900-S,,2022-10-12,,"Silla inv. PARÍS, negra",Unidad,6.0,,,0.0,0.0,906.6,,SILLA,Compra,50000.0,2022-01-01,151.1,"Silla inv. PARÍS, negra",UDS,SILLA,0.0
108135,20000,,2,1980-S,,2022-10-12,,"Silla giratoria MOSCÚ, roja",Unidad,3.0,,,0.0,0.0,446.7,,SILLA,Compra,50000.0,2022-01-01,148.9,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0
108136,10000,,2,1936-S,,2022-10-12,,"BERLIN Guest Chair, yellow",Unidad,9.0,,,0.0,0.0,1359.9,,SILLA,Compra,10000.0,2022-01-01,151.1,"Silla invit. BERLÍN, amar.",UDS,SILLA,100.0
108137,10000,,2,1896-S,,2022-10-13,,Escritorio ATENAS,Unidad,9.0,,,0.0,0.0,7061.4,,MESA,Compra,50000.0,2022-01-01,784.6,Escritorio ATENAS,UDS,MESA,4.0
108138,10000,,2,1960-S,,2022-10-14,,"Silla inv. ROMA, verde",Unidad,6.0,,,0.0,0.0,906.6,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. ROMA, verde",UDS,SILLA,2.0
108139,10000,,2,1928-S,,2022-10-15,,Lámpara ÁMSTERDAM,Unidad,10.0,,,0.0,0.0,431.0,,VARIOS,Compra,30000.0,2022-01-01,43.1,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0
108140,10000,,2,1996-S,,2022-10-15,,"Pizarra ATLANTA, base",Unidad,7.0,,,0.0,0.0,7667.1,,VARIOS,Compra,40000.0,2022-01-01,1095.3,"Pizarra ATLANTA, base",UDS,VARIOS,10.0
108141,10000,,2,1964-S,,2022-10-16,,"Silla inv. TOKIO, azul",Unidad,4.0,,,0.0,0.0,604.4,,SILLA,Compra,40000.0,2022-01-01,151.1,"Silla inv. TOKIO, azul",UDS,SILLA,4.0
108142,10000,,2,2000-S,,2022-10-16,,"Silla giratoria SIDNEY, verde",Unidad,6.0,,,0.0,0.0,893.4,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria SIDNEY, verde",UDS,SILLA,38.0
108143,10000,,2,1906-S,,2022-10-17,,Pedestal móvil ATENAS,Unidad,10.0,,,0.0,0.0,3399.0,,ESCRITORIO,Compra,30000.0,2022-01-01,339.9,Pedestal móvil ATENAS,UDS,ESCRITORIO,5.0
108144,10000,,2,1908-S,,2022-11-09,,"Silla giratoria LONDRES, azul",Unidad,4.0,,,0.0,0.0,595.6,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria LONDRES, azul",UDS,SILLA,3.0
108144,20000,,2,1988-S,,2022-11-09,,"Silla inv. SEUL, roja",Unidad,5.0,,,0.0,0.0,755.5,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. SEUL, roja",UDS,SILLA,0.0
108145,10000,,2,1920-S,,2022-11-09,,Mesa de conferencia AMBERES,Unidad,4.0,,,0.0,0.0,2032.0,,ESCRITORIO,Compra,40000.0,2022-01-01,508.0,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0
108146,10000,,2,1972-S,,2022-11-10,,"Silla giratoria MUNICH, amar.",Unidad,5.0,,,0.0,0.0,744.5,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0
108147,10000,,2,1900-S,,2022-11-11,,"Silla inv. PARÍS, negra",Unidad,7.0,,,0.0,0.0,1057.7,,SILLA,Compra,50000.0,2022-01-01,151.1,"Silla inv. PARÍS, negra",UDS,SILLA,0.0
108147,20000,,2,1980-S,,2022-11-11,,"Silla giratoria MOSCÚ, roja",Unidad,3.0,,,0.0,0.0,446.7,,SILLA,Compra,50000.0,2022-01-01,148.9,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0
108148,10000,,2,1968-S,,2022-11-11,,"Silla giratoria MÉXICO, negra",Unidad,6.0,,,0.0,0.0,893.4,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0
108149,10000,,2,1936-S,,2022-11-12,,"BERLIN Guest Chair, yellow",Unidad,7.0,,,0.0,0.0,1057.7,,SILLA,Compra,10000.0,2022-01-01,151.1,"Silla invit. BERLÍN, amar.",UDS,SILLA,100.0
108150,10000,,2,1896-S,,2022-11-13,,Escritorio ATENAS,Unidad,8.0,,,0.0,0.0,6276.8,,MESA,Compra,50000.0,2022-01-01,784.6,Escritorio ATENAS,UDS,MESA,4.0
108151,10000,,2,1928-S,,2022-11-14,,Lámpara ÁMSTERDAM,Unidad,9.0,,,0.0,0.0,387.9,,VARIOS,Compra,30000.0,2022-01-01,43.1,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0
108152,10000,,2,1960-S,,2022-11-14,,"Silla inv. ROMA, verde",Unidad,6.0,,,0.0,0.0,906.6,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. ROMA, verde",UDS,SILLA,2.0
108153,10000,,2,1996-S,,2022-11-14,,"Pizarra ATLANTA, base",Unidad,6.0,,,0.0,0.0,6571.8,,VARIOS,Compra,40000.0,2022-01-01,1095.3,"Pizarra ATLANTA, base",UDS,VARIOS,10.0
108154,10000,,2,1964-S,,2022-11-15,,"Silla inv. TOKIO, azul",Unidad,4.0,,,0.0,0.0,604.4,,SILLA,Compra,40000.0,2022-01-01,151.1,"Silla inv. TOKIO, azul",UDS,SILLA,4.0
108155,10000,,2,1906-S,,2022-11-16,,Pedestal móvil ATENAS,Unidad,6.0,,,0.0,0.0,2039.4,,ESCRITORIO,Compra,30000.0,2022-01-01,339.9,Pedestal móvil ATENAS,UDS,ESCRITORIO,5.0
108155,20000,,2,2000-S,,2022-11-16,,"Silla giratoria SIDNEY, verde",Unidad,5.0,,,0.0,0.0,744.5,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria SIDNEY, verde",UDS,SILLA,38.0
108156,10000,,2,1908-S,,2022-12-09,,"Silla giratoria LONDRES, azul",Unidad,3.0,,,0.0,0.0,446.7,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria LONDRES, azul",UDS,SILLA,3.0
108157,10000,,2,1920-S,,2022-12-09,,Mesa de conferencia AMBERES,Unidad,2.0,,,0.0,0.0,1016.0,,ESCRITORIO,Compra,40000.0,2022-01-01,508.0,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0
108158,10000,,2,1972-S,,2022-12-10,,"Silla giratoria MUNICH, amar.",Unidad,3.0,,,0.0,0.0,446.7,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0
108159,10000,,2,1988-S,,2022-12-10,,"Silla inv. SEUL, roja",Unidad,3.0,,,0.0,0.0,453.3,,SILLA,Compra,40000.0,2022-01-01,151.1,"Silla inv. SEUL, roja",UDS,SILLA,0.0
108160,10000,,2,1968-S,,2022-12-11,,"Silla giratoria MÉXICO, negra",Unidad,4.0,,,0.0,0.0,595.6,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0
108161,10000,,2,1900-S,,2022-12-12,,"Silla inv. PARÍS, negra",Unidad,3.0,,,0.0,0.0,453.3,,SILLA,Compra,50000.0,2022-01-01,151.1,"Silla inv. PARÍS, negra",UDS,SILLA,0.0
108162,10000,,2,1936-S,,2022-12-12,,"BERLIN Guest Chair, yellow",Unidad,5.0,,,0.0,0.0,755.5,,SILLA,Compra,10000.0,2022-01-01,151.1,"Silla invit. BERLÍN, amar.",UDS,SILLA,100.0
108163,10000,,2,1896-S,,2022-12-13,,Escritorio ATENAS,Unidad,6.0,,,0.0,0.0,4707.6,,MESA,Compra,50000.0,2022-01-01,784.6,Escritorio ATENAS,UDS,MESA,4.0
108163,20000,,2,1980-S,,2022-12-13,,"Silla giratoria MOSCÚ, roja",Unidad,2.0,,,0.0,0.0,297.8,,SILLA,Compra,50000.0,2022-01-01,148.9,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0
108164,10000,,2,2000-S,,2022-12-13,,"Silla giratoria SIDNEY, verde",Unidad,3.0,,,0.0,0.0,446.7,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria SIDNEY, verde",UDS,SILLA,38.0
108165,10000,,2,1960-S,,2022-12-14,,"Silla inv. ROMA, verde",Unidad,4.0,,,0.0,0.0,604.4,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. ROMA, verde",UDS,SILLA,2.0
108166,10000,,2,1928-S,,2022-12-15,,Lámpara ÁMSTERDAM,Unidad,6.0,,,0.0,0.0,258.6,,VARIOS,Compra,30000.0,2022-01-01,43.1,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0
108167,10000,,2,1996-S,,2022-12-15,,"Pizarra ATLANTA, base",Unidad,4.0,,,0.0,0.0,4381.2,,VARIOS,Compra,50000.0,2022-01-01,1095.3,"Pizarra ATLANTA, base",UDS,VARIOS,10.0
108168,10000,,2,1964-S,,2022-12-16,,"Silla inv. TOKIO, azul",Unidad,2.0,,,0.0,0.0,302.2,,SILLA,Compra,40000.0,2022-01-01,151.1,"Silla inv. TOKIO, azul",UDS,SILLA,4.0
108169,10000,,2,1906-S,,2022-12-17,,Pedestal móvil ATENAS,Unidad,2.0,,,0.0,0.0,679.8,,ESCRITORIO,Compra,30000.0,2022-01-01,339.9,Pedestal móvil ATENAS,UDS,ESCRITORIO,5.0
108170,10000,,2,1908-S,,2023-01-09,,"Silla giratoria LONDRES, azul",Unidad,5.0,,,0.0,0.0,744.5,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria LONDRES, azul",UDS,SILLA,3.0
108170,20000,,2,1988-S,,2023-01-09,,"Silla inv. SEUL, roja",Unidad,5.0,,,0.0,0.0,755.5,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. SEUL, roja",UDS,SILLA,0.0
108171,10000,,2,1920-S,,2023-01-09,,Mesa de conferencia AMBERES,Unidad,6.0,,,0.0,0.0,3048.0,,ESCRITORIO,Compra,40000.0,2022-01-01,508.0,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0
108172,10000,,2,1972-S,,2023-01-10,,"Silla giratoria MUNICH, amar.",Unidad,6.0,,,0.0,0.0,893.4,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0
108173,10000,,2,1968-S,,2023-01-11,,"Silla giratoria MÉXICO, negra",Unidad,7.0,,,0.0,0.0,1042.3,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0
108174,10000,,2,1900-S,,2023-01-12,,"Silla inv. PARÍS, negra",Unidad,8.0,,,0.0,0.0,1208.8,,SILLA,Compra,50000.0,2022-01-01,151.1,"Silla inv. PARÍS, negra",UDS,SILLA,0.0
108174,20000,,2,1980-S,,2023-01-12,,"Silla giratoria MOSCÚ, roja",Unidad,4.0,,,0.0,0.0,595.6,,SILLA,Compra,50000.0,2022-01-01,148.9,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0
108175,10000,,2,1936-S,,2023-01-12,,"BERLIN Guest Chair, yellow",Unidad,9.0,,,0.0,0.0,1359.9,,SILLA,Compra,10000.0,2022-01-01,151.1,"Silla invit. BERLÍN, amar.",UDS,SILLA,100.0
108176,10000,,2,1896-S,,2023-01-13,,Escritorio ATENAS,Unidad,10.0,,,0.0,0.0,7846.0,,MESA,Compra,50000.0,2022-01-01,784.6,Escritorio ATENAS,UDS,MESA,4.0
108177,10000,,2,1960-S,,2023-01-14,,"Silla inv. ROMA, verde",Unidad,7.0,,,0.0,0.0,1057.7,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. ROMA, verde",UDS,SILLA,2.0
108178,10000,,2,1928-S,,2023-01-15,,Lámpara ÁMSTERDAM,Unidad,11.0,,,0.0,0.0,474.1,,VARIOS,Compra,30000.0,2022-01-01,43.1,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0
108179,10000,,2,1996-S,,2023-01-15,,"Pizarra ATLANTA, base",Unidad,7.0,,,0.0,0.0,7667.1,,VARIOS,Compra,40000.0,2022-01-01,1095.3,"Pizarra ATLANTA, base",UDS,VARIOS,10.0
108180,10000,,2,1964-S,,2023-01-16,,"Silla inv. TOKIO, azul",Unidad,6.0,,,0.0,0.0,906.6,,SILLA,Compra,40000.0,2022-01-01,151.1,"Silla inv. TOKIO, azul",UDS,SILLA,4.0
108181,10000,,2,2000-S,,2023-01-16,,"Silla giratoria SIDNEY, verde",Unidad,5.0,,,0.0,0.0,744.5,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria SIDNEY, verde",UDS,SILLA,38.0
108182,10000,,2,1906-S,,2023-01-17,,Pedestal móvil ATENAS,Unidad,6.0,,,0.0,0.0,2039.4,,ESCRITORIO,Compra,30000.0,2022-01-01,339.9,Pedestal móvil ATENAS,UDS,ESCRITORIO,5.0
108183,10000,,2,1908-S,,2023-02-09,,"Silla giratoria LONDRES, azul",Unidad,6.0,,,0.0,0.0,893.4,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria LONDRES, azul",UDS,SILLA,3.0
108183,20000,,2,1988-S,,2023-02-09,,"Silla inv. SEUL, roja",Unidad,6.0,,,0.0,0.0,906.6,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. SEUL, roja",UDS,SILLA,0.0
108184,10000,,2,1920-S,,2023-02-09,,Mesa de conferencia AMBERES,Unidad,6.0,,,0.0,0.0,3048.0,,ESCRITORIO,Compra,40000.0,2022-01-01,508.0,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0
108185,10000,,2,1972-S,,2023-02-10,,"Silla giratoria MUNICH, amar.",Unidad,7.0,,,0.0,0.0,1042.3,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0
108186,10000,,2,1900-S,,2023-02-11,,"Silla inv. PARÍS, negra",Unidad,12.0,,,0.0,0.0,1813.2,,SILLA,Compra,50000.0,2022-01-01,151.1,"Silla inv. PARÍS, negra",UDS,SILLA,0.0
108186,20000,,2,1980-S,,2023-02-11,,"Silla giratoria MOSCÚ, roja",Unidad,4.0,,,0.0,0.0,595.6,,SILLA,Compra,50000.0,2022-01-01,148.9,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0
108187,10000,,2,1936-S,,2023-02-11,,"BERLIN Guest Chair, yellow",Unidad,11.0,,,0.0,0.0,1662.1,,SILLA,Compra,10000.0,2022-01-01,151.1,"Silla invit. BERLÍN, amar.",UDS,SILLA,100.0
108188,10000,,2,1968-S,,2023-02-11,,"Silla giratoria MÉXICO, negra",Unidad,6.0,,,0.0,0.0,893.4,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0
108189,10000,,2,1896-S,,2023-02-13,,Escritorio ATENAS,Unidad,15.0,,,0.0,0.0,11769.0,,MESA,Compra,50000.0,2022-01-01,784.6,Escritorio ATENAS,UDS,MESA,4.0
108190,10000,,2,1960-S,,2023-02-13,,"Silla inv. ROMA, verde",Unidad,8.0,,,0.0,0.0,1208.8,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. ROMA, verde",UDS,SILLA,2.0
108191,10000,,2,1928-S,,2023-02-14,,Lámpara ÁMSTERDAM,Unidad,13.0,,,0.0,0.0,560.3,,VARIOS,Compra,30000.0,2022-01-01,43.1,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0
108192,10000,,2,1996-S,,2023-02-14,,"Pizarra ATLANTA, base",Unidad,10.0,,,0.0,0.0,10953.0,,VARIOS,Compra,40000.0,2022-01-01,1095.3,"Pizarra ATLANTA, base",UDS,VARIOS,10.0
108193,10000,,2,1964-S,,2023-02-15,,"Silla inv. TOKIO, azul",Unidad,5.0,,,0.0,0.0,755.5,,SILLA,Compra,40000.0,2022-01-01,151.1,"Silla inv. TOKIO, azul",UDS,SILLA,4.0
108194,10000,,2,2000-S,,2023-02-15,,"Silla giratoria SIDNEY, verde",Unidad,7.0,,,0.0,0.0,1042.3,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria SIDNEY, verde",UDS,SILLA,38.0
108195,10000,,2,1906-S,,2023-02-16,,Pedestal móvil ATENAS,Unidad,10.0,,,0.0,0.0,3399.0,,ESCRITORIO,Compra,30000.0,2022-01-01,339.9,Pedestal móvil ATENAS,UDS,ESCRITORIO,5.0
108196,10000,,2,1908-S,,2023-03-09,,"Silla giratoria LONDRES, azul",Unidad,7.0,,,0.0,0.0,1042.3,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria LONDRES, azul",UDS,SILLA,3.0
108196,20000,,2,1988-S,,2023-03-09,,"Silla inv. SEUL, roja",Unidad,7.0,,,0.0,0.0,1057.7,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. SEUL, roja",UDS,SILLA,0.0
108197,10000,,2,1920-S,,2023-03-09,,Mesa de conferencia AMBERES,Unidad,6.0,,,0.0,0.0,3048.0,,ESCRITORIO,Compra,40000.0,2022-01-01,508.0,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0
108198,10000,,2,1972-S,,2023-03-10,,"Silla giratoria MUNICH, amar.",Unidad,9.0,,,0.0,0.0,1340.1,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0
108199,10000,,2,1968-S,,2023-03-11,,"Silla giratoria MÉXICO, negra",Unidad,8.0,,,0.0,0.0,1191.2,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0
108200,10000,,2,1900-S,,2023-03-12,,"Silla inv. PARÍS, negra",Unidad,10.0,,,0.0,0.0,1511.0,,SILLA,Compra,50000.0,2022-01-01,151.1,"Silla inv. PARÍS, negra",UDS,SILLA,0.0
108200,20000,,2,1980-S,,2023-03-12,,"Silla giratoria MOSCÚ, roja",Unidad,5.0,,,0.0,0.0,744.5,,SILLA,Compra,50000.0,2022-01-01,148.9,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0
108201,10000,,2,1936-S,,2023-03-12,,"BERLIN Guest Chair, yellow",Unidad,13.0,,,0.0,0.0,1964.3,,SILLA,Compra,10000.0,2022-01-01,151.1,"Silla invit. BERLÍN, amar.",UDS,SILLA,100.0
108202,10000,,2,1896-S,,2023-03-13,,Escritorio ATENAS,Unidad,18.0,,,0.0,0.0,14122.8,,MESA,Compra,50000.0,2022-01-01,784.6,Escritorio ATENAS,UDS,MESA,4.0
108203,10000,,2,1960-S,,2023-03-14,,"Silla inv. ROMA, verde",Unidad,9.0,,,0.0,0.0,1359.9,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. ROMA, verde",UDS,SILLA,2.0
108204,10000,,2,1928-S,,2023-03-15,,Lámpara ÁMSTERDAM,Unidad,16.0,,,0.0,0.0,689.6,,VARIOS,Compra,30000.0,2022-01-01,43.1,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0
108205,10000,,2,1996-S,,2023-03-15,,"Pizarra ATLANTA, base",Unidad,12.0,,,0.0,0.0,13143.6,,VARIOS,Compra,40000.0,2022-01-01,1095.3,"Pizarra ATLANTA, base",UDS,VARIOS,10.0
108206,10000,,2,1964-S,,2023-03-16,,"Silla inv. TOKIO, azul",Unidad,7.0,,,0.0,0.0,1057.7,,SILLA,Compra,40000.0,2022-01-01,151.1,"Silla inv. TOKIO, azul",UDS,SILLA,4.0
108207,10000,,2,2000-S,,2023-03-16,,"Silla giratoria SIDNEY, verde",Unidad,8.0,,,0.0,0.0,1191.2,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria SIDNEY, verde",UDS,SILLA,38.0
108208,10000,,2,1906-S,,2023-03-17,,Pedestal móvil ATENAS,Unidad,10.0,,,0.0,0.0,3399.0,,ESCRITORIO,Compra,30000.0,2022-01-01,339.9,Pedestal móvil ATENAS,UDS,ESCRITORIO,5.0
